setting лж08290,330,2020-06-10 00:00:00,2020-06-10 05:30:00
running лж08290,60,2020-06-10 05:30:00,2020-06-10 06:30:00
KO/02040 лж08290,326.0,2020-06-10 06:30:00,2020-06-10 11:56:00
M рн-2,90.0,2020-06-10 11:56:00,2020-06-10 13:26:00
Pr рн-1,36.0,2020-06-10 13:26:00,2020-06-10 14:02:00
M рн-1,33.0,2020-06-10 14:02:00,2020-06-10 14:35:00
KO/02040 лж08290,1229.0,2020-06-10 14:35:00,2020-06-11 11:04:00
withdrawal лж08290,210,2020-06-11 11:04:00,2020-06-11 14:34:00
setting лж08290,110,2020-06-11 14:34:00,2020-06-11 16:24:00
running лж08290,110,2020-06-11 16:24:00,2020-06-11 17:54:00
KO/01207 лж08000,542.0,2020-06-11 17:54:00,2020-06-12 02:56:00
Pr рн-1,39.0,2020-06-12 02:56:00,2020-06-12 03:35:00
Pr рн-2,138.0,2020-06-12 03:35:00,2020-06-12 05:53:00
KO/01207 лж08000,3856.0,2020-06-12 05:53:00,2020-06-14 22:09:00
running лж08000,110,2020-06-14 22:09:00,2020-06-14 23:39:00
KO/01469 лж08000,275.0,2020-06-14 23:39:00,2020-06-15 04:14:00
Pr рн-1,39.0,2020-06-15 04:14:00,2020-06-15 04:53:00
KO/01469 лж08000,2405.0,2020-06-15 04:53:00,2020-06-16 20:58:00
running лж08000,110,2020-06-16 20:58:00,2020-06-16 22:28:00
KO/01168 лж08000,502.0,2020-06-16 22:28:00,2020-06-17 06:50:00
Pr рн-1,39.0,2020-06-17 06:50:00,2020-06-17 07:29:00
KO/01168 лж08000,303.0,2020-06-17 07:29:00,2020-06-17 12:32:00
withdrawal лж08000,70,2020-06-17 12:32:00,2020-06-17 13:42:00
setting лж08000,110,2020-06-17 13:42:00,2020-06-17 15:32:00
running лж08000,110,2020-06-17 15:32:00,2020-06-17 17:02:00
KO/00078 лж08524,1194.0,2020-06-17 17:02:00,2020-06-18 12:56:00
Pr рн-1,30.0,2020-06-18 12:56:00,2020-06-18 13:26:00
Pr рн-2,102.0,2020-06-18 13:26:00,2020-06-18 15:08:00
M рн-1,33.0,2020-06-18 15:08:00,2020-06-18 15:41:00
KO/00078 лж08524,8094.0,2020-06-18 15:41:00,2020-06-24 06:35:00
withdrawal лж08524,70,2020-06-24 06:35:00,2020-06-24 07:45:00
setting лж08524,110,2020-06-24 07:45:00,2020-06-24 09:35:00
running лж08524,110,2020-06-24 09:35:00,2020-06-24 11:05:00
KO/00864 лж08000,1263.0,2020-06-24 11:05:00,2020-06-25 08:08:00
Pr рн-1,39.0,2020-06-25 08:08:00,2020-06-25 08:47:00
Pr рн-2,138.0,2020-06-25 08:47:00,2020-06-25 11:05:00
M рн-3,240.0,2020-06-25 11:05:00,2020-06-25 15:05:00
KO/00864 лж08000,69.0,2020-06-25 15:05:00,2020-06-25 16:14:00
M рн-1,33.0,2020-06-25 16:14:00,2020-06-25 16:47:00
KO/00864 лж08000,8678.0,2020-06-25 16:47:00,2020-07-01 17:25:00
